id,context,question,answer_text,answer_start,language,stratify,fold,gold_s
915f023b0,"क्रिया योग की साधना करने वालों के द्वारा इसे एक प्राचीन योग पद्धति के रूप में वर्णित किया जाता है, जिसे आधुनिक समय में महावतार बाबाजी के शिष्य लाहिरी महाशय के द्वारा 1861 के आसपास पुनर्जीवित किया गया और परमहंस योगानन्द की पुस्तक ऑटोबायोग्राफी ऑफ़ ए योगी (एक योगी की आत्मकथा) के माध्यम से जन सामान्य में प्रसारित हुआ।[1] इस पद्धति में प्राणायाम के कई स्तर होते है जो ऐसी तकनीकों पर आधारित होते हैं जिनका उद्देश्य आध्यात्मिक विकास की प्रक्रिया को तेज़ करना[1] और प्रशान्ति और ईश्वर के साथ जुड़ाव की एक परम स्थिति को उत्पन्न करना होता है।[2] इस प्रकार क्रिया योग ईश्वर-बोध, यथार्थ-ज्ञान एवं आत्म-साक्षात्कार प्राप्त करने की एक वैज्ञानिक प्रणाली है।[3]",क्रिया योग के संस्थापक कौन थे?,लाहिरी महाशय,143,hindi,hindi,2,"क्रिया योग की साधना करने वालों के द्वारा इसे एक प्राचीन योग पद्धति के रूप में वर्णित किया जाता है, जिसे आधुनिक समय में महावतार बाबाजी के शिष्य लाहिरी महाशय के द्वारा 1861 के आसपास पुनर्जीवित किया गया और परमहंस योगानन्द की पुस्तक ऑटोबायोग्राफी ऑफ़ ए योगी (एक योगी की आत्मकथा) के माध्यम से जन सामान्य में प्रसारित हुआ।[1] इस पद्धति में प्राणायाम के कई स्तर होते है जो ऐसी तकनीकों पर आधारित होते हैं जिनका उद्देश्य आध्यात्मिक विकास की प्रक्रिया को तेज़ करना[1] और प्रशान्ति और ईश्वर के साथ जुड़ाव की एक परम स्थिति को उत्पन्न करना होता है।[2] इस प्रकार क्रिया योग ईश्वर-बोध, यथार्थ-ज्ञान एवं आत्म-साक्षात्कार प्राप्त करने की एक वैज्ञानिक प्रणाली है।[3]"
9d7b57020,"19वीं शताब्दी के अंतिम दशक में उन्होंने सौंदर्यवादी आंदोलन का नेतृत्व किया। इससे उनकी कीर्ति चारों ओर फैली। ऑस्कर वाइल्ड विलक्षण बुद्धि, विराट कल्पनाशीलता और प्रखर विचारों के स्वामी थे। परस्पर बातचीत से लेकर उद्भट वक्ता के रूप में भी उनका कोई जवाब नहीं था। उन्होंने कविता, उपन्यास और नाटक लिखे। अँग्रेजी साहित्य में शेक्सपीयर के बाद उन्हीं का नाम प्राथमिकता से लिया जाता है। 'द पिक्चर ऑफ डोरियन ग्रे' उनका प्रथम और अंतिम उपन्यास था, जो 1890 में पहली बार प्रकाशित हुआ।",ऑस्कर वाइल्ड द्वारा रचित सबसे पहला उपन्यास कौन सा था?,द पिक्चर ऑफ डोरियन ग्रे,376,hindi,hindi,4,"19वीं शताब्दी के अंतिम दशक में उन्होंने सौंदर्यवादी आंदोलन का नेतृत्व किया। इससे उनकी कीर्ति चारों ओर फैली। ऑस्कर वाइल्ड विलक्षण बुद्धि, विराट कल्पनाशीलता और प्रखर विचारों के स्वामी थे। परस्पर बातचीत से लेकर उद्भट वक्ता के रूप में भी उनका कोई जवाब नहीं था। उन्होंने कविता, उपन्यास और नाटक लिखे। अँग्रेजी साहित्य में शेक्सपीयर के बाद उन्हीं का नाम प्राथमिकता से लिया जाता है। 'द पिक्चर ऑफ डोरियन ग्रे' उनका प्रथम और अंतिम उपन्यास था, जो 1890 में पहली बार प्रकाशित हुआ।"
4dc303f34,"वडनगर के एक गुजराती परिवार में पैदा हुए, मोदी ने अपने बचपन में चाय बेचने में अपने पिता की मदद की, और बाद में अपना खुद का स्टाल चलाया। आठ साल की उम्र में वे आरएसएस से जुड़े, जिसके साथ एक लंबे समय तक सम्बंधित रहे। स्नातक होने के बाद उन्होंने अपने घर छोड़ दिया। मोदी ने दो साल तक भारत भर में यात्रा की, और कई धार्मिक केंद्रों का दौरा किया। 1969 या 1970 वे गुजरात लौटे और अहमदाबाद चले गए। 1971 में वह आरएसएस के लिए पूर्णकालिक कार्यकर्ता बन गए। 1975 में देश भर में आपातकाल की स्थिति के दौरान उन्हें कुछ समय के लिए छिपना पड़ा। 1985 में वे बीजेपी से जुड़े और 2001 तक पार्टी पदानुक्रम के भीतर कई पदों पर कार्य किया, जहाँ से वे धीरे धीरे सचिव के पद पर पहुंचे।  ",मोदी को कब गुजरात के मुख्यमंत्री नियुक्त किया गया?,2001,552,hindi,hindi,2,"वडनगर के एक गुजराती परिवार में पैदा हुए, मोदी ने अपने बचपन में चाय बेचने में अपने पिता की मदद की, और बाद में अपना खुद का स्टाल चलाया। आठ साल की उम्र में वे आरएसएस से जुड़े, जिसके साथ एक लंबे समय तक सम्बंधित रहे। स्नातक होने के बाद उन्होंने अपने घर छोड़ दिया। मोदी ने दो साल तक भारत भर में यात्रा की, और कई धार्मिक केंद्रों का दौरा किया। 1969 या 1970 वे गुजरात लौटे और अहमदाबाद चले गए। 1971 में वह आरएसएस के लिए पूर्णकालिक कार्यकर्ता बन गए। 1975 में देश भर में आपातकाल की स्थिति के दौरान उन्हें कुछ समय के लिए छिपना पड़ा। 1985 में वे बीजेपी से जुड़े और 2001 तक पार्टी पदानुक्रम के भीतर कई पदों पर कार्य किया, जहाँ से वे धीरे धीरे सचिव के पद पर पहुंचे।  "
bf4a510b4,"उनका जन्म लुंबिनी में 563 ईसा पूर्व इक्ष्वाकु वंशीय क्षत्रिय शाक्य कुल के राजा शुद्धोधन के घर में हुआ था। उनकी माँ का नाम महामाया था जो कोलीय वंश से थी जिनका इनके जन्म के सात दिन बाद निधन हुआ, उनका पालन महारानी की छोटी सगी बहन महाप्रजापती गौतमी ने किया। सिद्धार्थ विवाहोपरांत एक मात्र प्रथम नवजात शिशु राहुल और पत्नी यशोधरा को त्यागकर संसार को जरा, मरण, दुखों से मुक्ति दिलाने के मार्ग की तलाश एवं सत्य दिव्य ज्ञान खोज में रात में राजपाठ छोड़कर जंगल चले गए। वर्षों की कठोर साधना के पश्चात बोध गया (बिहार) में बोधि वृक्ष के नीचे उन्हें ज्ञान की प्राप्ति हुई और वे सिद्धार्थ गौतम से बुद्ध बन गए।",गौतम बुद्ध की माँ कौन थी?,महामाया,122,hindi,hindi,1,"उनका जन्म लुंबिनी में 563 ईसा पूर्व इक्ष्वाकु वंशीय क्षत्रिय शाक्य कुल के राजा शुद्धोधन के घर में हुआ था। उनकी माँ का नाम महामाया था जो कोलीय वंश से थी जिनका इनके जन्म के सात दिन बाद निधन हुआ, उनका पालन महारानी की छोटी सगी बहन महाप्रजापती गौतमी ने किया। सिद्धार्थ विवाहोपरांत एक मात्र प्रथम नवजात शिशु राहुल और पत्नी यशोधरा को त्यागकर संसार को जरा, मरण, दुखों से मुक्ति दिलाने के मार्ग की तलाश एवं सत्य दिव्य ज्ञान खोज में रात में राजपाठ छोड़कर जंगल चले गए। वर्षों की कठोर साधना के पश्चात बोध गया (बिहार) में बोधि वृक्ष के नीचे उन्हें ज्ञान की प्राप्ति हुई और वे सिद्धार्थ गौतम से बुद्ध बन गए।"
d582b302a,"இந்தியாவில் 29 மாநிலங்களும்,  டெல்லி தேசிய தலைநகரப் பகுதி உள்ளிட்ட 7 நடுவண் அரசின் ஆட்சிப்பகுதிகளும் உள்ளன. அனைத்து மாநிலங்களிலும் மற்றும் ஒன்றியப் பகுதிகளில் பாண்டிச்சேரி, டெல்லி தலைநகரப் பகுதி ஆகியவற்றிலும் மக்களால் தேர்ந்தெடுக்கப்படும் அரசுகள் உள்ளன. ஏனைய ஒன்றியப் பகுதிகள் நடுவண் அரசினால் நியமிக்கப்படும் ஆளுனர்களைக் கொண்ட, குடியரசுத்தலைவரின் நேரடி ஆட்சிக்கு உட்பட்ட பகுதிகளாகும். 1956 ஆம் ஆண்டில், மாநிலங்கள் மீளமைப்புச் சட்டத்தின் கீழ் மொழிவாரி மாநிலங்கள் உருவாக்கப்பட்டன. அதன் பின்னர், வட இந்தியப் பகுதிகளில் சில புதிய மாநிலங்கள் உருவாக்கப்பட்டது. மாநிலங்களும், ஒன்றியப் பகுதிகளும், மாவட்டங்கள் என்ற சிறிய நிர்வாக அலகுகளாகப் பிரிக்கப்பட்டுள்ளன.",இந்திய நாட்டில் எத்தனை மாநிலங்கள் உள்ளன?,29,12,tamil,tamil,2,"இந்தியாவில் 29 மாநிலங்களும்,  டெல்லி தேசிய தலைநகரப் பகுதி உள்ளிட்ட 7 நடுவண் அரசின் ஆட்சிப்பகுதிகளும் உள்ளன. அனைத்து மாநிலங்களிலும் மற்றும் ஒன்றியப் பகுதிகளில் பாண்டிச்சேரி, டெல்லி தலைநகரப் பகுதி ஆகியவற்றிலும் மக்களால் தேர்ந்தெடுக்கப்படும் அரசுகள் உள்ளன. ஏனைய ஒன்றியப் பகுதிகள் நடுவண் அரசினால் நியமிக்கப்படும் ஆளுனர்களைக் கொண்ட, குடியரசுத்தலைவரின் நேரடி ஆட்சிக்கு உட்பட்ட பகுதிகளாகும். 1956 ஆம் ஆண்டில், மாநிலங்கள் மீளமைப்புச் சட்டத்தின் கீழ் மொழிவாரி மாநிலங்கள் உருவாக்கப்பட்டன. அதன் பின்னர், வட இந்தியப் பகுதிகளில் சில புதிய மாநிலங்கள் உருவாக்கப்பட்டது. மாநிலங்களும், ஒன்றியப் பகுதிகளும், மாவட்டங்கள் என்ற சிறிய நிர்வாக அலகுகளாகப் பிரிக்கப்பட்டுள்ளன."
89202cb96,आविष्कार एवं अनुसंधान का इतिहास रॉबर्ट हुक ने 1665 में बोतल की कार्क की एक पतली परत के अध्ययन के आधार पर मधुमक्खी के छत्ते जैसे कोष्ठ देखे और इन्हें कोशा नाम दिया। यह तथ्य उनकी पुस्तक माइक्रोग्राफिया में छपा। राबर्ट हुक ने कोशा-भित्तियों के आधार पर कोशा शब्द प्रयोग किया। 1674 एंटोनी वॉन ल्यूवेन्हॉक ने जीवित कोशा का सर्वप्रथम अध्ययन किया। उन्होंने जीवित कोशिका को दाँत की खुरचनी में देखा था ।,जीवित कोशिका को सर्वप्रथम किसने देखा था?,एंटोनी वॉन ल्यूवेन्हॉक,277,hindi,hindi,1,आविष्कार एवं अनुसंधान का इतिहास रॉबर्ट हुक ने 1665 में बोतल की कार्क की एक पतली परत के अध्ययन के आधार पर मधुमक्खी के छत्ते जैसे कोष्ठ देखे और इन्हें कोशा नाम दिया। यह तथ्य उनकी पुस्तक माइक्रोग्राफिया में छपा। राबर्ट हुक ने कोशा-भित्तियों के आधार पर कोशा शब्द प्रयोग किया। 1674 एंटोनी वॉन ल्यूवेन्हॉक ने जीवित कोशा का सर्वप्रथम अध्ययन किया। उन्होंने जीवित कोशिका को दाँत की खुरचनी में देखा था ।
9632519cb,"महेन्द्रपाल की मृत्यु के बाद उत्तराधिकारी का युद्ध हुआ, और राष्ट्रकुटों कि मदद से महिपाल का सौतेला भाई भोज द्वितीय (910-912) कन्नौज पर अधिकार कर लिया हलांकि यह अल्पकाल के लिये था, राष्ट्रकुटों के जाते ही महिपाल प्रथम (९१२-९४४ ई॰) ने भोज द्वितीय के शासन को उखाड़ फेंका। गुर्जर-प्रतिहारों की अस्थायी कमजोरी का फायदा उठा, साम्राज्य के कई सामंतवादियों विशेषकर मालवा के परमार, बुंदेलखंड के चन्देल, महाकोशल का कलचुरि, हरियाणा के तोमर और चौहान स्वतंत्र होने लगे। राष्ट्रकूट वंश के दक्षिणी भारतीय सम्राट इंद्र तृतीय (९९९-९२८ ई॰) ने ९१२ ई० में कन्नौज पर कब्जा कर लिया। यद्यपि गुर्जर प्रतिहारों ने शहर को पुनः प्राप्त कर लिया था, लेकिन उनकी स्थिति 10वीं सदी में कमजोर ही रही, पश्चिम से तुर्को के हमलों, दक्षिण से राष्ट्रकूट वंश के हमलें और पूर्व में पाल साम्राज्य की प्रगति इनके मुख्य कारण थे। गुर्जर-प्रतिहार राजस्थान का नियंत्रण अपने सामंतों के हाथ खो दिया और चंदेलो ने ९५० ई॰ के आसपास मध्य भारत के ग्वालियर के सामरिक किले पर कब्जा कर लिया। १०वीं शताब्दी के अंत तक, गुर्जर-प्रतिहार कन्नौज पर केन्द्रित एक छोटे से राज्य में सिमट कर रह गया। कन्नौज के अंतिम गुर्जर-प्रतिहार शासक यशपाल के १०३६ ई. में निधन के साथ ही इस साम्राज्य का अन्त हो गया।",गुर्जर प्रतिहार वंश का अंत किस साल में हुआ था?,१०३६ ई.,1077,hindi,hindi,0,"महेन्द्रपाल की मृत्यु के बाद उत्तराधिकारी का युद्ध हुआ, और राष्ट्रकुटों कि मदद से महिपाल का सौतेला भाई भोज द्वितीय (910-912) कन्नौज पर अधिकार कर लिया हलांकि यह अल्पकाल के लिये था, राष्ट्रकुटों के जाते ही महिपाल प्रथम (९१२-९४४ ई॰) ने भोज द्वितीय के शासन को उखाड़ फेंका। गुर्जर-प्रतिहारों की अस्थायी कमजोरी का फायदा उठा, साम्राज्य के कई सामंतवादियों विशेषकर मालवा के परमार, बुंदेलखंड के चन्देल, महाकोशल का कलचुरि, हरियाणा के तोमर और चौहान स्वतंत्र होने लगे। राष्ट्रकूट वंश के दक्षिणी भारतीय सम्राट इंद्र तृतीय (९९९-९२८ ई॰) ने ९१२ ई० में कन्नौज पर कब्जा कर लिया। यद्यपि गुर्जर प्रतिहारों ने शहर को पुनः प्राप्त कर लिया था, लेकिन उनकी स्थिति 10वीं सदी में कमजोर ही रही, पश्चिम से तुर्को के हमलों, दक्षिण से राष्ट्रकूट वंश के हमलें और पूर्व में पाल साम्राज्य की प्रगति इनके मुख्य कारण थे। गुर्जर-प्रतिहार राजस्थान का नियंत्रण अपने सामंतों के हाथ खो दिया और चंदेलो ने ९५० ई॰ के आसपास मध्य भारत के ग्वालियर के सामरिक किले पर कब्जा कर लिया। १०वीं शताब्दी के अंत तक, गुर्जर-प्रतिहार कन्नौज पर केन्द्रित एक छोटे से राज्य में सिमट कर रह गया। कन्नौज के अंतिम गुर्जर-प्रतिहार शासक यशपाल के १०३६ ई. में निधन के साथ ही इस साम्राज्य का अन्त हो गया।"
bc9f0d533,ரேடியம் குளோரைடு வடிவத்தில் ரேடியம்  1898 ஆம் ஆண்டு மேரிகியூரி மற்றும் பியரிகியூரி தம்பதியரால் கண்டறியப்பட்டது. பிரஞ்சு அறிவியல் அகாதமியில்  யுரேனைட்டு என்ற கனிமத்திலிருந்து ரேடியம் தனித்துப் பிரித்தெடுக்கப்பட்டு ஐந்து நாட்களுக்குப் பின்னர் வெளியிடப்பட்டது. மேரிகியூரியும் ஆன்றே -லூயிசு டெபியர்ன் ஆகியோர் 1911 ஆம் ஆண்டு  ரேடியம் குளோரைடை மின்னாற்பகுப்பு செய்து ரேடியத்தை  அதனுடைய உலோக நிலையில் தயாரித்தனர்[1],ரேடியம் எப்போது கண்டுபிடிக்கப்பட்டது?,மேரிகியூரி மற்றும் பியரிகியூரி,52,tamil,tamil,3,ரேடியம் குளோரைடு வடிவத்தில் ரேடியம்  1898 ஆம் ஆண்டு மேரிகியூரி மற்றும் பியரிகியூரி தம்பதியரால் கண்டறியப்பட்டது. பிரஞ்சு அறிவியல் அகாதமியில்  யுரேனைட்டு என்ற கனிமத்திலிருந்து ரேடியம் தனித்துப் பிரித்தெடுக்கப்பட்டு ஐந்து நாட்களுக்குப் பின்னர் வெளியிடப்பட்டது. மேரிகியூரியும் ஆன்றே -லூயிசு டெபியர்ன் ஆகியோர் 1911 ஆம் ஆண்டு  ரேடியம் குளோரைடை மின்னாற்பகுப்பு செய்து ரேடியத்தை  அதனுடைய உலோக நிலையில் தயாரித்தனர்[1]
f533f3a9b,"इतिहास यूरोपीय देशों में बाइसिकिल के प्रयोग का विचार लोगों के दिमाग में 18वीं शताब्दी के उत्तरार्ध में ही आ चुका था, लेकिन इसे मूर्तरूप सर्वप्रथम सन् 1816 में पेरिस के एक कारीगर ने दिया। उस यंत्र को हॉबी हॉर्स, अर्थात काठ का घोड़ा, कहते थे। पैर से घुमाए जानेवाले क्रैंकों (पैडल) युक्त पहिए का आविष्कार सन् 1865 ई. में पैरिस निवासी लालेमें (Lallement) ने किया। इस यंत्र को वेलॉसिपीड (velociped) कहते थे। इसपर चढ़नेवाले को बेहद थकावट हो जाती थी। अत: इसे हाड़तोड (bone shaker) भी कहने लगे। इसकी सवारी, लोकप्रिय हो जाने के कारण, इसकी बढ़ती माँग को देखकर इंग्लैंड, फ्रांस और अमेरिका के यंत्रनिर्माताओं ने इसमें अनेक महत्वपूर्ण सुधार कर सन् 1872 में एक सुंदर रूप दे दिया, जिसमें लोहे की पतली पट्टी के तानयुक्त पहिए लगाए गए थे। इसमें आगे का पहिया 30 इंच से लेकर 64 इंच व्यास तक और पीछे का पहिया लगभग 12 इंच व्यास का होता था। इसमें क्रैंकों के अतिरिक्त गोली के वेयरिंग और ब्रेक भी लगाए गए थे।",पहिये का अविष्कार सबसे पहले किसने किया था?,लालेमें,331,hindi,hindi,4,"इतिहास यूरोपीय देशों में बाइसिकिल के प्रयोग का विचार लोगों के दिमाग में 18वीं शताब्दी के उत्तरार्ध में ही आ चुका था, लेकिन इसे मूर्तरूप सर्वप्रथम सन् 1816 में पेरिस के एक कारीगर ने दिया। उस यंत्र को हॉबी हॉर्स, अर्थात काठ का घोड़ा, कहते थे। पैर से घुमाए जानेवाले क्रैंकों (पैडल) युक्त पहिए का आविष्कार सन् 1865 ई. में पैरिस निवासी लालेमें (Lallement) ने किया। इस यंत्र को वेलॉसिपीड (velociped) कहते थे। इसपर चढ़नेवाले को बेहद थकावट हो जाती थी। अत: इसे हाड़तोड (bone shaker) भी कहने लगे। इसकी सवारी, लोकप्रिय हो जाने के कारण, इसकी बढ़ती माँग को देखकर इंग्लैंड, फ्रांस और अमेरिका के यंत्रनिर्माताओं ने इसमें अनेक महत्वपूर्ण सुधार कर सन् 1872 में एक सुंदर रूप दे दिया, जिसमें लोहे की पतली पट्टी के तानयुक्त पहिए लगाए गए थे। इसमें आगे का पहिया 30 इंच से लेकर 64 इंच व्यास तक और पीछे का पहिया लगभग 12 इंच व्यास का होता था। इसमें क्रैंकों के अतिरिक्त गोली के वेयरिंग और ब्रेक भी लगाए गए थे।"
099f3a0d3,"1676 இல், முதன் முதலாக தானாகவே தயாரித்த ஒற்றை வில்லை நுணுக்குக்காட்டியினூடாக (single-lens microscope),  பாக்டீரியாவை அவதானித்தவர் அன்டன் வான் லீவன்ஃகூக் என்பவராவார்[4]. அவர் தான் அவதானித்ததை ""animalcules"" எனப் பெயரிட்டு, Royal Society க்கு பல கடிதங்கள் மூலம் தெரியப்படுத்தினார்[5][6][7]. பின்னர், 1838 இல் கிறிஸ்டியன் கொட்பிரைட் எகிரன்பெர்க் (Christian Gottfried Ehrenberg) என்பவரே பாக்டீரியா என்ற சொல்லைப் பாவித்தார்[8].",பாக்டீரியா எப்போது கண்டுபிடிக்கப்பட்டது?,1676,0,tamil,tamil,4,"1676 இல், முதன் முதலாக தானாகவே தயாரித்த ஒற்றை வில்லை நுணுக்குக்காட்டியினூடாக (single-lens microscope),  பாக்டீரியாவை அவதானித்தவர் அன்டன் வான் லீவன்ஃகூக் என்பவராவார்[4]. அவர் தான் அவதானித்ததை ""animalcules"" எனப் பெயரிட்டு, Royal Society க்கு பல கடிதங்கள் மூலம் தெரியப்படுத்தினார்[5][6][7]. பின்னர், 1838 இல் கிறிஸ்டியன் கொட்பிரைட் எகிரன்பெர்க் (Christian Gottfried Ehrenberg) என்பவரே பாக்டீரியா என்ற சொல்லைப் பாவித்தார்[8]."
aa4034571,"केनरा बैंक भारत की एक प्रमुख वाणिज्यिक बैंक है। भारत में इसकी स्थापना 1906 में, श्री अम्मेम्बल सुब्बा राव पई, एक महान दूरदर्शी और परोपकारी द्वारा की गयी थी[1] इस नाते यह भारत के सबसे पुराने भारतीय बैंकों में से एक है। 2013 तक केनरा बैंक की भारत और अन्य देशों में 3600 से अधिक शाखायें थीं, बैंगलोर में अधिकतम शाखाओं के साथ।[2] इसका मुख्य कार्यालय बंगलूरू में स्थित है। केनरा बैंक, विदेशी मुद्रा व्यापार करने के लिए आवश्यक बल देने के विशेष रूप से निर्यात और अनिवासी भारतीयों की जरूरतों को पूरा करने के लिए इसके विभिन्न विदेशी विभागों के कामकाज की निगरानी के लिए, 1976 में अपने अंतर्राष्ट्रीय प्रभाग की स्थापना की।[3] बैंक की अंतर्राष्ट्रीय उपस्थिति, लंदन, हांगकांग, मास्को, शंघाई, दोहा और दुबई जैसे केन्द्रों मे है। व्यापार के संदर्भ में यह एक भारत के सबसे बडे़ राष्ट्रीयकृत बैंको में से एक है, जिसका कुल कारोबार 598,033 करोड़ रुपयों का है।[4]",केनरा बैंक के संस्थापक कौन हैं?,श्री अम्मेम्बल सुब्बा राव पई,80,hindi,hindi,3,"केनरा बैंक भारत की एक प्रमुख वाणिज्यिक बैंक है। भारत में इसकी स्थापना 1906 में, श्री अम्मेम्बल सुब्बा राव पई, एक महान दूरदर्शी और परोपकारी द्वारा की गयी थी[1] इस नाते यह भारत के सबसे पुराने भारतीय बैंकों में से एक है। 2013 तक केनरा बैंक की भारत और अन्य देशों में 3600 से अधिक शाखायें थीं, बैंगलोर में अधिकतम शाखाओं के साथ।[2] इसका मुख्य कार्यालय बंगलूरू में स्थित है। केनरा बैंक, विदेशी मुद्रा व्यापार करने के लिए आवश्यक बल देने के विशेष रूप से निर्यात और अनिवासी भारतीयों की जरूरतों को पूरा करने के लिए इसके विभिन्न विदेशी विभागों के कामकाज की निगरानी के लिए, 1976 में अपने अंतर्राष्ट्रीय प्रभाग की स्थापना की।[3] बैंक की अंतर्राष्ट्रीय उपस्थिति, लंदन, हांगकांग, मास्को, शंघाई, दोहा और दुबई जैसे केन्द्रों मे है। व्यापार के संदर्भ में यह एक भारत के सबसे बडे़ राष्ट्रीयकृत बैंको में से एक है, जिसका कुल कारोबार 598,033 करोड़ रुपयों का है।[4]"
2da6238ff, यशवंतराव होलकर द्वितीय (शासन: २६ फ़रवरी १९२६ से १९४८),होलकर राजवंश के आखिरी राजा कौन थे?,यशवंतराव होलकर द्वितीय,1,hindi,hindi,2, यशवंतराव होलकर द्वितीय (शासन: २६ फ़रवरी १९२६ से १९४८)
d637f9208,"डेमलर क्रिसलर की स्थापना (1998–2007), 1998 में जर्मनी के स्टटगार्ट की मर्सडीज-बेंज निर्माता कंपनी डेमलर-बेंज (1926–1998) और अमेरिका आधारित क्रिसलर कॉर्पोरेशन के विलय के साथ हुई थी। इस सौदे से एक नई कंपनी डेमलर क्रिसलर का जन्म हुआ। हालांकि इस खरीदारी से अटलांटिक के परे की एक शक्तिशाली ऑटोमोटिव कंपनी का निर्माण न हो सका जिसकी उम्मीद सौदा करने वालों ने की थी और डेमलर क्रिसलर ने 14 मई 2007 को यह घोषणा की कि यह क्रिसलर को न्यूयॉर्क की सेर्बेरस कैपिटल मैनेजमेंट नामक एक प्राइवेट इक्विटी फर्म को बेच देगी जिसे संकटग्रस्त कंपनियों के पुनर्गठन में विशेषज्ञता प्राप्त है।[3] 4 अक्टूबर 2007 को डेमलर क्रिसलर के शेयरधारकों की एक आसाधारण बैठक में कंपनी के पुनर्नामकरण पर मंजूरी दी गई। 5 अक्टूबर 2007 को इस कंपनी को डेमलर एजी नाम दिया गया।[4] 3 अगस्त 2007 को बिक्री का काम पूरा होने पर अमेरिकी कंपनी ने क्रिसलर एलएलसी नाम रख लिया।",डेमलर एजी कंपनी का मुख्यालय कहाँ पर है?,जर्मनी के स्टटगार्ट,47,hindi,hindi,0,"डेमलर क्रिसलर की स्थापना (1998–2007), 1998 में जर्मनी के स्टटगार्ट की मर्सडीज-बेंज निर्माता कंपनी डेमलर-बेंज (1926–1998) और अमेरिका आधारित क्रिसलर कॉर्पोरेशन के विलय के साथ हुई थी। इस सौदे से एक नई कंपनी डेमलर क्रिसलर का जन्म हुआ। हालांकि इस खरीदारी से अटलांटिक के परे की एक शक्तिशाली ऑटोमोटिव कंपनी का निर्माण न हो सका जिसकी उम्मीद सौदा करने वालों ने की थी और डेमलर क्रिसलर ने 14 मई 2007 को यह घोषणा की कि यह क्रिसलर को न्यूयॉर्क की सेर्बेरस कैपिटल मैनेजमेंट नामक एक प्राइवेट इक्विटी फर्म को बेच देगी जिसे संकटग्रस्त कंपनियों के पुनर्गठन में विशेषज्ञता प्राप्त है।[3] 4 अक्टूबर 2007 को डेमलर क्रिसलर के शेयरधारकों की एक आसाधारण बैठक में कंपनी के पुनर्नामकरण पर मंजूरी दी गई। 5 अक्टूबर 2007 को इस कंपनी को डेमलर एजी नाम दिया गया।[4] 3 अगस्त 2007 को बिक्री का काम पूरा होने पर अमेरिकी कंपनी ने क्रिसलर एलएलसी नाम रख लिया।"
873ee70ee,"சாக்ரடீஸ் எப்போது பிறந்தார் என்பதற்கு ஆதாரங்கள் எதுவும் கிடைக்கப்பெறவில்லை . 2450 ஆண்டு களுக்கு முன்பு அதாவது கி.மு. ஐந்தாம் நூற்றாண்டில் வாழ்ந்தவர் சாக்ரடீஸ்.இவர்  கிரேக்க நகரமான ´ஏதென்ஸ்´இல் பிறந்தார். இவரது தந்தையார் ஒரு சிற்பி. இவரது தாயார் ஒரு மருத்துவச்சி. உலகில் எந்த மதமும் தோன்றாத அந்த காலக்கட்டத்திலேயே தன் சுய முயற்சியால் மனித அறிவின் தோற்றம், தர்க்க சாஸ்திரம் ஆகியவற்றில் திறன் பெற்று விளங்கினார். கிரேக்க நாட்டின் தத்துவஞானி என்றும், உலகத்தின் முதல் தத்துவஞானி என்றும் சாக்ரடீஸ் போற்றப்படுகின்றார்.",சாக்கிரட்டீசு எப்போது பிறந்தார்?,கி.மு. ஐந்தாம் நூற்றாண்டில்,110,tamil,tamil,2,"சாக்ரடீஸ் எப்போது பிறந்தார் என்பதற்கு ஆதாரங்கள் எதுவும் கிடைக்கப்பெறவில்லை . 2450 ஆண்டு களுக்கு முன்பு அதாவது கி.மு. ஐந்தாம் நூற்றாண்டில் வாழ்ந்தவர் சாக்ரடீஸ்.இவர்  கிரேக்க நகரமான ´ஏதென்ஸ்´இல் பிறந்தார். இவரது தந்தையார் ஒரு சிற்பி. இவரது தாயார் ஒரு மருத்துவச்சி. உலகில் எந்த மதமும் தோன்றாத அந்த காலக்கட்டத்திலேயே தன் சுய முயற்சியால் மனித அறிவின் தோற்றம், தர்க்க சாஸ்திரம் ஆகியவற்றில் திறன் பெற்று விளங்கினார். கிரேக்க நாட்டின் தத்துவஞானி என்றும், உலகத்தின் முதல் தத்துவஞானி என்றும் சாக்ரடீஸ் போற்றப்படுகின்றார்."
